"order_id","customer_id","order_date","order_month","order_revenue","is_return","country"
"552446",16729,2011-05-09 13:28:00.000 +0300,2011-05-01,34805,N,United Kingdom
"552447",16729,2011-05-09 13:43:00.000 +0300,2011-05-01,375,N,United Kingdom
"552448",18120,2011-05-09 13:45:00.000 +0300,2011-05-01,10737,N,United Kingdom
"552449",12355,2011-05-09 13:49:00.000 +0300,2011-05-01,45940,N,Bahrain
"552450",13798,2011-05-09 13:51:00.000 +0300,2011-05-01,87680,N,United Kingdom
"552451",14543,2011-05-09 13:59:00.000 +0300,2011-05-01,35254,N,United Kingdom
"552452",13752,2011-05-09 14:02:00.000 +0300,2011-05-01,14808,N,United Kingdom
"552453",12840,2011-05-09 14:10:00.000 +0300,2011-05-01,72390,N,United Kingdom
"552454",18172,2011-05-09 14:22:00.000 +0300,2011-05-01,65280,N,United Kingdom
"552456",13999,2011-05-09 14:40:00.000 +0300,2011-05-01,31296,N,United Kingdom
"552457",16477,2011-05-09 14:40:00.000 +0300,2011-05-01,35551,N,United Kingdom
"552460",13178,2011-05-09 14:44:00.000 +0300,2011-05-01,71980,N,United Kingdom
"552461",17723,2011-05-09 14:44:00.000 +0300,2011-05-01,33180,N,United Kingdom
"552463",14699,2011-05-09 14:54:00.000 +0300,2011-05-01,9779,N,United Kingdom
"552464",12726,2011-05-09 15:12:00.000 +0300,2011-05-01,20558,N,France
"552465",16242,2011-05-09 15:17:00.000 +0300,2011-05-01,17389,N,United Kingdom
"552466",13458,2011-05-09 15:21:00.000 +0300,2011-05-01,44366,N,United Kingdom
"552467",15249,2011-05-09 15:29:00.000 +0300,2011-05-01,48576,N,United Kingdom
"552468",13141,2011-05-09 15:33:00.000 +0300,2011-05-01,35793,N,United Kingdom
"552469",12867,2011-05-09 15:34:00.000 +0300,2011-05-01,44261,N,United Kingdom
"552472",16503,2011-05-09 15:48:00.000 +0300,2011-05-01,25160,N,United Kingdom
"552479",12821,2011-05-09 15:51:00.000 +0300,2011-05-01,7742,N,United Kingdom
"552491",17033,2011-05-09 16:01:00.000 +0300,2011-05-01,30030,N,United Kingdom
"552492",12888,2011-05-09 16:02:00.000 +0300,2011-05-01,8136,N,United Kingdom
"552521",16668,2011-05-09 16:35:00.000 +0300,2011-05-01,6048,N,United Kingdom
"552523",15797,2011-05-09 16:38:00.000 +0300,2011-05-01,33000,N,United Kingdom
"552526",17576,2011-05-09 16:42:00.000 +0300,2011-05-01,13770,N,United Kingdom
"552528",17218,2011-05-09 16:59:00.000 +0300,2011-05-01,17295,N,United Kingdom
"552529",14541,2011-05-09 17:24:00.000 +0300,2011-05-01,3830,N,United Kingdom
"552530",13055,2011-05-10 08:58:00.000 +0300,2011-05-01,34486,N,United Kingdom
"552531",13742,2011-05-10 09:35:00.000 +0300,2011-05-01,23723,N,United Kingdom
"552532",15615,2011-05-10 09:39:00.000 +0300,2011-05-01,44499,N,United Kingdom
"552533",13767,2011-05-10 09:41:00.000 +0300,2011-05-01,42631,N,United Kingdom
"552536",14209,2011-05-10 10:00:00.000 +0300,2011-05-01,28418,N,United Kingdom
"552537",17315,2011-05-10 10:11:00.000 +0300,2011-05-01,10914,N,United Kingdom
"552538",13692,2011-05-10 10:11:00.000 +0300,2011-05-01,1495,N,United Kingdom
"552542",16841,2011-05-10 10:20:00.000 +0300,2011-05-01,31912,N,United Kingdom
"552543",12399,2011-05-10 10:22:00.000 +0300,2011-05-01,45120,N,Belgium
"552544",13320,2011-05-10 10:29:00.000 +0300,2011-05-01,31981,N,United Kingdom
"552545",13320,2011-05-10 10:30:00.000 +0300,2011-05-01,17746,N,United Kingdom
"552547",13098,2011-05-10 10:34:00.000 +0300,2011-05-01,93610,N,United Kingdom
"552548",16357,2011-05-10 10:35:00.000 +0300,2011-05-01,13790,N,United Kingdom
"552549",15674,2011-05-10 10:39:00.000 +0300,2011-05-01,33471,N,United Kingdom
"552550",13881,2011-05-10 10:43:00.000 +0300,2011-05-01,149914,N,United Kingdom
"552551",15433,2011-05-10 10:45:00.000 +0300,2011-05-01,16066,N,United Kingdom
"552554",12843,2011-05-10 11:04:00.000 +0300,2011-05-01,29854,N,United Kingdom
"552555",18242,2011-05-10 11:20:00.000 +0300,2011-05-01,31426,N,United Kingdom
"552557",16696,2011-05-10 11:31:00.000 +0300,2011-05-01,40470,N,United Kingdom
"552558",14766,2011-05-10 11:33:00.000 +0300,2011-05-01,33447,N,United Kingdom
"552559",15865,2011-05-10 11:44:00.000 +0300,2011-05-01,26803,N,United Kingdom
"552560",17581,2011-05-10 11:48:00.000 +0300,2011-05-01,49514,N,United Kingdom
"552561",17581,2011-05-10 11:49:00.000 +0300,2011-05-01,4455,N,United Kingdom
"552562",17581,2011-05-10 11:50:00.000 +0300,2011-05-01,32370,N,United Kingdom
"552563",17597,2011-05-10 11:54:00.000 +0300,2011-05-01,163739,N,United Kingdom
"552565",15381,2011-05-10 11:55:00.000 +0300,2011-05-01,31455,N,United Kingdom
"552566",13694,2011-05-10 11:56:00.000 +0300,2011-05-01,71600,N,United Kingdom
"552567",12971,2011-05-10 12:00:00.000 +0300,2011-05-01,4660,N,United Kingdom
"552571",14688,2011-05-10 12:08:00.000 +0300,2011-05-01,30585,N,United Kingdom
"552572",14680,2011-05-10 12:11:00.000 +0300,2011-05-01,294470,N,United Kingdom
"552573",16306,2011-05-10 12:12:00.000 +0300,2011-05-01,2646,N,United Kingdom
"552574",15311,2011-05-10 12:20:00.000 +0300,2011-05-01,274539,N,United Kingdom
"552575",14397,2011-05-10 12:25:00.000 +0300,2011-05-01,16544,N,United Kingdom
"552576",13242,2011-05-10 12:26:00.000 +0300,2011-05-01,4160,N,United Kingdom
"552577",13242,2011-05-10 12:28:00.000 +0300,2011-05-01,6240,N,United Kingdom
"552614",14849,2011-05-10 12:51:00.000 +0300,2011-05-01,56254,N,United Kingdom
"552624",14505,2011-05-10 12:53:00.000 +0300,2011-05-01,60996,N,United Kingdom
"552631",12684,2011-05-10 12:55:00.000 +0300,2011-05-01,45346,N,France
"552638",17700,2011-05-10 13:00:00.000 +0300,2011-05-01,52296,N,United Kingdom
"552639",15134,2011-05-10 13:18:00.000 +0300,2011-05-01,12935,N,United Kingdom
"552640",17841,2011-05-10 13:19:00.000 +0300,2011-05-01,17557,N,United Kingdom
"552641",16525,2011-05-10 13:20:00.000 +0300,2011-05-01,58594,N,United Kingdom
"552642",14288,2011-05-10 13:22:00.000 +0300,2011-05-01,42660,N,United Kingdom
"552643",16791,2011-05-10 13:24:00.000 +0300,2011-05-01,14212,N,United Kingdom
"552644",15063,2011-05-10 13:25:00.000 +0300,2011-05-01,37080,N,United Kingdom
"552645",16791,2011-05-10 13:26:00.000 +0300,2011-05-01,1352,N,United Kingdom
"552646",14078,2011-05-10 13:26:00.000 +0300,2011-05-01,11129,N,United Kingdom
"552647",13012,2011-05-10 13:33:00.000 +0300,2011-05-01,1650,N,United Kingdom
"552648",17581,2011-05-10 13:40:00.000 +0300,2011-05-01,195,N,United Kingdom
"552649",12592,2011-05-10 13:44:00.000 +0300,2011-05-01,21398,N,Germany
"552651",16431,2011-05-10 14:09:00.000 +0300,2011-05-01,27356,N,United Kingdom
"552652",14591,2011-05-10 14:09:00.000 +0300,2011-05-01,19259,N,United Kingdom
"552654",15756,2011-05-10 14:20:00.000 +0300,2011-05-01,10087,N,United Kingdom
"552655",14587,2011-05-10 14:22:00.000 +0300,2011-05-01,19324,N,United Kingdom
"552656",12712,2011-05-10 14:46:00.000 +0300,2011-05-01,46589,N,Germany
"552657",18041,2011-05-10 14:51:00.000 +0300,2011-05-01,25616,N,United Kingdom
"552658",14534,2011-05-10 14:57:00.000 +0300,2011-05-01,18110,N,United Kingdom
"552661",14051,2011-05-10 15:04:00.000 +0300,2011-05-01,30010,N,United Kingdom
"552664",14051,2011-05-10 15:05:00.000 +0300,2011-05-01,33210,N,United Kingdom
"552669",16710,2011-05-10 15:05:00.000 +0300,2011-05-01,26176,N,United Kingdom
"552690",16676,2011-05-10 15:10:00.000 +0300,2011-05-01,25854,N,United Kingdom
"552692",13990,2011-05-10 15:19:00.000 +0300,2011-05-01,28862,N,United Kingdom
"552693",12748,2011-05-10 15:22:00.000 +0300,2011-05-01,2160,N,United Kingdom
"552694",12749,2011-05-10 15:25:00.000 +0300,2011-05-01,79790,N,United Kingdom
"552695",16320,2011-05-10 15:31:00.000 +0300,2011-05-01,73136,N,Unspecified
"552696",13592,2011-05-10 15:48:00.000 +0300,2011-05-01,9594,N,United Kingdom
"552697",13695,2011-05-10 15:49:00.000 +0300,2011-05-01,5460,N,United Kingdom
"552699",16210,2011-05-10 15:52:00.000 +0300,2011-05-01,21156,N,United Kingdom
"552703",14462,2011-05-10 16:00:00.000 +0300,2011-05-01,22651,N,United Kingdom
"552708",13487,2011-05-10 16:19:00.000 +0300,2011-05-01,21565,N,United Kingdom
"552710",13098,2011-05-11 07:35:00.000 +0300,2011-05-01,182331,N,United Kingdom
"552711",16143,2011-05-11 08:32:00.000 +0300,2011-05-01,31596,N,United Kingdom
"552712",17634,2011-05-11 08:34:00.000 +0300,2011-05-01,23705,N,United Kingdom
"552714",17164,2011-05-11 09:28:00.000 +0300,2011-05-01,31609,N,United Kingdom
"552715",12921,2011-05-11 09:35:00.000 +0300,2011-05-01,30526,N,United Kingdom
"552716",12921,2011-05-11 09:36:00.000 +0300,2011-05-01,2490,N,United Kingdom
"552717",12483,2011-05-11 09:42:00.000 +0300,2011-05-01,850,N,Sweden
"552721",14691,2011-05-11 09:55:00.000 +0300,2011-05-01,37210,N,United Kingdom
"552723",16229,2011-05-11 10:18:00.000 +0300,2011-05-01,35820,N,United Kingdom
"552724",13418,2011-05-11 10:29:00.000 +0300,2011-05-01,87992,N,United Kingdom
"552725",13418,2011-05-11 10:30:00.000 +0300,2011-05-01,7200,N,United Kingdom
"552726",14920,2011-05-11 10:31:00.000 +0300,2011-05-01,31859,N,United Kingdom
"552727",14920,2011-05-11 10:32:00.000 +0300,2011-05-01,55712,N,United Kingdom
"552728",13089,2011-05-11 10:35:00.000 +0300,2011-05-01,76540,N,United Kingdom
"552729",13089,2011-05-11 10:36:00.000 +0300,2011-05-01,3960,N,United Kingdom
"552730",16837,2011-05-11 10:42:00.000 +0300,2011-05-01,51960,N,United Kingdom
"552731",12372,2011-05-11 10:43:00.000 +0300,2011-05-01,48006,N,Denmark
"552732",17428,2011-05-11 10:47:00.000 +0300,2011-05-01,59095,N,United Kingdom
"552734",17428,2011-05-11 10:49:00.000 +0300,2011-05-01,116067,N,United Kingdom
"552735",17428,2011-05-11 10:49:00.000 +0300,2011-05-01,34870,N,United Kingdom
"552764",17489,2011-05-11 11:34:00.000 +0300,2011-05-01,18588,N,United Kingdom
"552769",16241,2011-05-11 11:47:00.000 +0300,2011-05-01,14956,N,United Kingdom
"552770",13404,2011-05-11 11:57:00.000 +0300,2011-05-01,21781,N,United Kingdom
"552779",13013,2011-05-11 12:13:00.000 +0300,2011-05-01,19463,N,United Kingdom
"552786",16029,2011-05-11 12:14:00.000 +0300,2011-05-01,102480,N,United Kingdom
"552789",16029,2011-05-11 12:15:00.000 +0300,2011-05-01,23760,N,United Kingdom
"552802",16115,2011-05-11 12:23:00.000 +0300,2011-05-01,15938,N,United Kingdom
"552803",14573,2011-05-11 12:32:00.000 +0300,2011-05-01,29395,N,United Kingdom
"552804",15615,2011-05-11 12:32:00.000 +0300,2011-05-01,36617,N,United Kingdom
"552806",15729,2011-05-11 12:36:00.000 +0300,2011-05-01,8500,N,United Kingdom
"552811",17677,2011-05-11 12:43:00.000 +0300,2011-05-01,179833,N,United Kingdom
"552813",15079,2011-05-11 12:44:00.000 +0300,2011-05-01,31447,N,United Kingdom
"552814",15079,2011-05-11 12:45:00.000 +0300,2011-05-01,7190,N,United Kingdom
"552815",17677,2011-05-11 12:46:00.000 +0300,2011-05-01,1695,N,United Kingdom
"552816",15521,2011-05-11 12:47:00.000 +0300,2011-05-01,24319,N,United Kingdom
"552817",13136,2011-05-11 12:47:00.000 +0300,2011-05-01,56096,N,United Kingdom
"552818",17770,2011-05-11 12:48:00.000 +0300,2011-05-01,10230,N,United Kingdom
"552819",16652,2011-05-11 12:50:00.000 +0300,2011-05-01,144096,N,United Kingdom
"552820",16644,2011-05-11 12:53:00.000 +0300,2011-05-01,71107,N,United Kingdom
"552821",18118,2011-05-11 12:58:00.000 +0300,2011-05-01,23982,N,United Kingdom
"552822",15521,2011-05-11 12:59:00.000 +0300,2011-05-01,42869,N,United Kingdom
"552823",14731,2011-05-11 13:06:00.000 +0300,2011-05-01,11632,N,United Kingdom
"552824",14056,2011-05-11 13:16:00.000 +0300,2011-05-01,50863,N,United Kingdom
"552825",15296,2011-05-11 13:18:00.000 +0300,2011-05-01,57848,N,United Kingdom
"552826",14277,2011-05-11 13:20:00.000 +0300,2011-05-01,144777,N,France
"552827",18144,2011-05-11 13:20:00.000 +0300,2011-05-01,28870,N,United Kingdom
"552828",13662,2011-05-11 13:23:00.000 +0300,2011-05-01,26606,N,United Kingdom
"552829",12748,2011-05-11 13:42:00.000 +0300,2011-05-01,40682,N,United Kingdom
"552830",15187,2011-05-11 13:49:00.000 +0300,2011-05-01,43160,N,United Kingdom
"552831",13052,2011-05-11 14:12:00.000 +0300,2011-05-01,33465,N,United Kingdom
"552833",18133,2011-05-11 14:14:00.000 +0300,2011-05-01,93150,N,United Kingdom
"552835",17664,2011-05-11 14:17:00.000 +0300,2011-05-01,32619,N,United Kingdom
"552837",12901,2011-05-11 14:24:00.000 +0300,2011-05-01,14004,N,United Kingdom
"552838",15732,2011-05-11 14:24:00.000 +0300,2011-05-01,15602,N,United Kingdom
"552839",14367,2011-05-11 14:25:00.000 +0300,2011-05-01,75705,N,United Kingdom
"552840",12901,2011-05-11 14:25:00.000 +0300,2011-05-01,3624,N,United Kingdom
"552842",17888,2011-05-11 14:29:00.000 +0300,2011-05-01,3415,N,United Kingdom
"552843",14649,2011-05-11 14:37:00.000 +0300,2011-05-01,38833,N,United Kingdom
"552844",12649,2011-05-11 14:37:00.000 +0300,2011-05-01,31668,N,Germany
"552845",14646,2011-05-11 14:37:00.000 +0300,2011-05-01,44730,N,Netherlands
"552846",14646,2011-05-11 14:38:00.000 +0300,2011-05-01,27018,N,Netherlands
"552847",14649,2011-05-11 14:42:00.000 +0300,2011-05-01,13835,N,United Kingdom
"552848",14367,2011-05-11 14:49:00.000 +0300,2011-05-01,6195,N,United Kingdom
"552850",14367,2011-05-11 14:54:00.000 +0300,2011-05-01,6195,N,United Kingdom
"552851",12731,2011-05-11 15:07:00.000 +0300,2011-05-01,135862,N,France
"552852",16712,2011-05-11 15:08:00.000 +0300,2011-05-01,36914,N,United Kingdom
"552853",16712,2011-05-11 15:13:00.000 +0300,2011-05-01,6614,N,United Kingdom
"552854",14748,2011-05-11 15:16:00.000 +0300,2011-05-01,30071,N,United Kingdom
"552855",15815,2011-05-11 15:17:00.000 +0300,2011-05-01,51408,N,United Kingdom
"552859",13069,2011-05-11 16:10:00.000 +0300,2011-05-01,12352,N,United Kingdom
"552860",17889,2011-05-11 16:26:00.000 +0300,2011-05-01,8672,N,United Kingdom
"552861",12748,2011-05-11 16:28:00.000 +0300,2011-05-01,2731,N,United Kingdom
"552864",13235,2011-05-11 17:13:00.000 +0300,2011-05-01,87933,N,United Kingdom
"552867",15513,2011-05-12 08:36:00.000 +0300,2011-05-01,96748,N,United Kingdom
"552868",15513,2011-05-12 08:39:00.000 +0300,2011-05-01,504,N,United Kingdom
"552869",15106,2011-05-12 08:41:00.000 +0300,2011-05-01,36775,N,United Kingdom
"552870",15513,2011-05-12 08:42:00.000 +0300,2011-05-01,12350,N,United Kingdom
"552871",12693,2011-05-12 08:52:00.000 +0300,2011-05-01,19323,N,Germany
"552872",16985,2011-05-12 09:09:00.000 +0300,2011-05-01,74422,N,United Kingdom
"552873",16985,2011-05-12 09:11:00.000 +0300,2011-05-01,3250,N,United Kingdom
"552874",12621,2011-05-12 09:40:00.000 +0300,2011-05-01,76702,N,Germany
"552875",12621,2011-05-12 09:41:00.000 +0300,2011-05-01,18652,N,Germany
"552877",14883,2011-05-12 09:49:00.000 +0300,2011-05-01,31056,N,United Kingdom
"552878",12625,2011-05-12 09:54:00.000 +0300,2011-05-01,82464,N,Germany
"552879",12976,2011-05-12 09:55:00.000 +0300,2011-05-01,73860,N,United Kingdom
"552880",18245,2011-05-12 09:59:00.000 +0300,2011-05-01,34034,N,United Kingdom
"552881",18245,2011-05-12 10:03:00.000 +0300,2011-05-01,16104,N,United Kingdom
"552882",14646,2011-05-12 10:10:00.000 +0300,2011-05-01,179272,N,Netherlands
"552883",14646,2011-05-12 10:13:00.000 +0300,2011-05-01,1374434,N,Netherlands
"552884",12395,2011-05-12 10:15:00.000 +0300,2011-05-01,16697,N,Belgium
"552885",14646,2011-05-12 10:15:00.000 +0300,2011-05-01,27000,N,Netherlands
"552886",16244,2011-05-12 10:18:00.000 +0300,2011-05-01,42076,N,United Kingdom
"552887",13092,2011-05-12 10:22:00.000 +0300,2011-05-01,4080,N,United Kingdom
"552888",15061,2011-05-12 10:23:00.000 +0300,2011-05-01,261336,N,United Kingdom
"552890",14233,2011-05-12 10:45:00.000 +0300,2011-05-01,32815,N,United Kingdom
"552891",14681,2011-05-12 10:45:00.000 +0300,2011-05-01,7670,N,United Kingdom
"552893",14421,2011-05-12 10:49:00.000 +0300,2011-05-01,39398,N,United Kingdom
"552894",14606,2011-05-12 10:53:00.000 +0300,2011-05-01,10894,N,United Kingdom
"552904",16013,2011-05-12 11:07:00.000 +0300,2011-05-01,117700,N,United Kingdom
"552905",15974,2011-05-12 11:10:00.000 +0300,2011-05-01,63362,N,United Kingdom
"552945",15953,2011-05-12 11:44:00.000 +0300,2011-05-01,17192,N,United Kingdom
"552946",12683,2011-05-12 11:50:00.000 +0300,2011-05-01,26737,N,France
"552947",16943,2011-05-12 11:57:00.000 +0300,2011-05-01,10460,N,United Kingdom
"552948",18136,2011-05-12 11:59:00.000 +0300,2011-05-01,28918,N,United Kingdom
"552949",16033,2011-05-12 12:01:00.000 +0300,2011-05-01,51666,N,United Kingdom
"552950",16116,2011-05-12 12:01:00.000 +0300,2011-05-01,61278,N,United Kingdom
"552951",14988,2011-05-12 12:05:00.000 +0300,2011-05-01,30619,N,United Kingdom
"552952",13837,2011-05-12 12:10:00.000 +0300,2011-05-01,15754,N,United Kingdom
"552953",16745,2011-05-12 12:11:00.000 +0300,2011-05-01,56181,N,United Kingdom
"552954",14064,2011-05-12 12:30:00.000 +0300,2011-05-01,28166,N,United Kingdom
"552955",13113,2011-05-12 12:30:00.000 +0300,2011-05-01,34570,N,United Kingdom
"552956",12431,2011-05-12 12:34:00.000 +0300,2011-05-01,47516,N,Australia
"552957",17404,2011-05-12 12:36:00.000 +0300,2011-05-01,254258,N,Sweden
"552958",15498,2011-05-12 12:49:00.000 +0300,2011-05-01,46320,N,United Kingdom
"552959",12748,2011-05-12 12:53:00.000 +0300,2011-05-01,47271,N,United Kingdom
"552960",18218,2011-05-12 12:53:00.000 +0300,2011-05-01,35270,N,United Kingdom
"552961",15489,2011-05-12 12:54:00.000 +0300,2011-05-01,31424,N,United Kingdom
"552962",14364,2011-05-12 12:56:00.000 +0300,2011-05-01,58289,N,United Kingdom
"552963",16743,2011-05-12 12:57:00.000 +0300,2011-05-01,24234,N,United Kingdom
"552964",16057,2011-05-12 13:05:00.000 +0300,2011-05-01,30521,N,United Kingdom
"552965",13477,2011-05-12 13:10:00.000 +0300,2011-05-01,33063,N,United Kingdom
"552966",16057,2011-05-12 13:10:00.000 +0300,2011-05-01,7035,N,United Kingdom
"552967",16006,2011-05-12 13:12:00.000 +0300,2011-05-01,10140,N,United Kingdom
"552968",16184,2011-05-12 13:33:00.000 +0300,2011-05-01,14822,N,United Kingdom
"552969",14021,2011-05-12 13:37:00.000 +0300,2011-05-01,26662,N,United Kingdom
"552970",17388,2011-05-12 13:41:00.000 +0300,2011-05-01,38160,N,United Kingdom
"552971",14738,2011-05-12 13:41:00.000 +0300,2011-05-01,11814,N,United Kingdom
"552972",16043,2011-05-12 13:43:00.000 +0300,2011-05-01,19061,N,United Kingdom
"552973",16186,2011-05-12 13:53:00.000 +0300,2011-05-01,26988,N,United Kingdom
"552974",16186,2011-05-12 13:54:00.000 +0300,2011-05-01,7724,N,United Kingdom
"552975",17932,2011-05-12 13:58:00.000 +0300,2011-05-01,57767,N,United Kingdom
"552977",18221,2011-05-12 14:13:00.000 +0300,2011-05-01,20045,N,United Kingdom
"552978",12590,2011-05-12 14:46:00.000 +0300,2011-05-01,888766,N,Germany
"552980",12590,2011-05-12 14:52:00.000 +0300,2011-05-01,523,N,Germany
"552988",14853,2011-05-12 15:17:00.000 +0300,2011-05-01,21450,N,United Kingdom
"552990",17667,2011-05-12 15:17:00.000 +0300,2011-05-01,36650,N,United Kingdom
"553000",17667,2011-05-12 15:21:00.000 +0300,2011-05-01,6212,N,United Kingdom
"553001",17658,2011-05-12 15:23:00.000 +0300,2011-05-01,31760,N,United Kingdom
"553002",13263,2011-05-12 15:26:00.000 +0300,2011-05-01,23490,N,United Kingdom
"553003",13263,2011-05-12 15:32:00.000 +0300,2011-05-01,780,N,United Kingdom
"553004",17764,2011-05-12 16:11:00.000 +0300,2011-05-01,18108,N,United Kingdom
"553005",14651,2011-05-12 16:29:00.000 +0300,2011-05-01,40215,N,United Kingdom
"553006",15544,2011-05-12 16:45:00.000 +0300,2011-05-01,56035,N,United Kingdom
"553007",14000,2011-05-12 16:50:00.000 +0300,2011-05-01,63566,N,United Kingdom
"553008",17315,2011-05-12 16:52:00.000 +0300,2011-05-01,16687,N,United Kingdom
"553009",13601,2011-05-12 16:52:00.000 +0300,2011-05-01,36375,N,United Kingdom
"553011",14390,2011-05-12 17:03:00.000 +0300,2011-05-01,30905,N,United Kingdom
"553012",17671,2011-05-12 18:13:00.000 +0300,2011-05-01,39255,N,United Kingdom
"553014",13451,2011-05-12 18:49:00.000 +0300,2011-05-01,61371,N,United Kingdom
"553015",12748,2011-05-12 18:55:00.000 +0300,2011-05-01,5495,N,United Kingdom
"553016",12748,2011-05-12 18:58:00.000 +0300,2011-05-01,750,N,United Kingdom
"553017",12757,2011-05-12 19:01:00.000 +0300,2011-05-01,59527,N,Portugal
"553018",12757,2011-05-12 19:02:00.000 +0300,2011-05-01,55772,N,Portugal
"553021",18172,2011-05-12 19:22:00.000 +0300,2011-05-01,49722,N,United Kingdom
"553022",18172,2011-05-12 19:23:00.000 +0300,2011-05-01,5980,N,United Kingdom
"553034",17970,2011-05-12 20:03:00.000 +0300,2011-05-01,56279,N,United Kingdom
"553035",17337,2011-05-12 20:13:00.000 +0300,2011-05-01,45963,N,United Kingdom
"553036",15129,2011-05-13 08:09:00.000 +0300,2011-05-01,34088,N,United Kingdom
"553037",12471,2011-05-13 08:10:00.000 +0300,2011-05-01,70332,N,Germany
"553038",12471,2011-05-13 08:11:00.000 +0300,2011-05-01,10660,N,Germany
"553039",16422,2011-05-13 08:21:00.000 +0300,2011-05-01,60063,N,United Kingdom
"553040",15981,2011-05-13 08:58:00.000 +0300,2011-05-01,23140,N,United Kingdom
"553042",15845,2011-05-13 09:01:00.000 +0300,2011-05-01,29324,N,United Kingdom
"553043",13953,2011-05-13 09:21:00.000 +0300,2011-05-01,75000,N,United Kingdom
"553044",12682,2011-05-13 09:24:00.000 +0300,2011-05-01,44684,N,France
"553045",12770,2011-05-13 09:33:00.000 +0300,2011-05-01,135145,N,Japan
"553046",13534,2011-05-13 09:37:00.000 +0300,2011-05-01,31400,N,United Kingdom
"553047",13534,2011-05-13 09:38:00.000 +0300,2011-05-01,1980,N,United Kingdom
"553048",14291,2011-05-13 10:02:00.000 +0300,2011-05-01,58562,N,United Kingdom
"553049",14291,2011-05-13 10:03:00.000 +0300,2011-05-01,1650,N,United Kingdom
"553050",15498,2011-05-13 10:09:00.000 +0300,2011-05-01,34415,N,United Kingdom
"553051",15498,2011-05-13 10:11:00.000 +0300,2011-05-01,1950,N,United Kingdom
"553052",15251,2011-05-13 10:14:00.000 +0300,2011-05-01,124970,N,United Kingdom
"553053",12857,2011-05-13 10:20:00.000 +0300,2011-05-01,24585,N,United Kingdom
"553054",17886,2011-05-13 10:22:00.000 +0300,2011-05-01,15210,N,United Kingdom
"553055",16618,2011-05-13 10:35:00.000 +0300,2011-05-01,34152,N,United Kingdom
"553056",16618,2011-05-13 10:37:00.000 +0300,2011-05-01,1695,N,United Kingdom
"553057",16161,2011-05-13 10:41:00.000 +0300,2011-05-01,36405,N,United Kingdom
"553058",17790,2011-05-13 10:44:00.000 +0300,2011-05-01,14934,N,United Kingdom
"553059",16660,2011-05-13 10:44:00.000 +0300,2011-05-01,10176,N,United Kingdom
"553060",15826,2011-05-13 10:44:00.000 +0300,2011-05-01,72000,N,United Kingdom
"553061",17238,2011-05-13 11:12:00.000 +0300,2011-05-01,24737,N,United Kingdom
"553062",13629,2011-05-13 11:25:00.000 +0300,2011-05-01,72650,N,United Kingdom
"553063",13018,2011-05-13 11:38:00.000 +0300,2011-05-01,28862,N,United Kingdom
"553064",13018,2011-05-13 11:39:00.000 +0300,2011-05-01,4465,N,United Kingdom
"553067",16871,2011-05-13 11:44:00.000 +0300,2011-05-01,105696,N,United Kingdom
"553074",15529,2011-05-13 11:45:00.000 +0300,2011-05-01,38691,N,United Kingdom
"553088",16180,2011-05-13 11:53:00.000 +0300,2011-05-01,114715,N,United Kingdom
"553093",13798,2011-05-13 11:54:00.000 +0300,2011-05-01,55894,N,United Kingdom
"553095",16180,2011-05-13 11:54:00.000 +0300,2011-05-01,41740,N,United Kingdom
"553099",13798,2011-05-13 11:56:00.000 +0300,2011-05-01,12750,N,United Kingdom
"553102",12980,2011-05-13 11:58:00.000 +0300,2011-05-01,80190,N,United Kingdom
"553120",17139,2011-05-13 12:12:00.000 +0300,2011-05-01,85072,N,United Kingdom
"553125",17139,2011-05-13 12:13:00.000 +0300,2011-05-01,50714,N,United Kingdom
"553129",17765,2011-05-13 12:34:00.000 +0300,2011-05-01,11626,N,United Kingdom
"553130",17398,2011-05-13 12:41:00.000 +0300,2011-05-01,20747,N,United Kingdom
"553131",16401,2011-05-13 12:44:00.000 +0300,2011-05-01,21240,N,United Kingdom
"553134",15382,2011-05-13 12:50:00.000 +0300,2011-05-01,56860,N,United Kingdom
"553140",15373,2011-05-13 12:53:00.000 +0300,2011-05-01,11554,N,United Kingdom
"553141",15907,2011-05-13 13:01:00.000 +0300,2011-05-01,21551,N,United Kingdom
"553142",14527,2011-05-13 13:05:00.000 +0300,2011-05-01,6411,N,United Kingdom
"553143",12695,2011-05-13 13:15:00.000 +0300,2011-05-01,8925,N,France
"553144",17669,2011-05-13 13:29:00.000 +0300,2011-05-01,61950,N,United Kingdom
"553145",14342,2011-05-13 13:50:00.000 +0300,2011-05-01,30960,N,United Kingdom
"553146",14873,2011-05-13 13:52:00.000 +0300,2011-05-01,51968,N,United Kingdom
"553149",14226,2011-05-13 14:16:00.000 +0300,2011-05-01,72610,N,United Kingdom
"553151",13089,2011-05-13 14:53:00.000 +0300,2011-05-01,67028,N,United Kingdom
"553152",13089,2011-05-13 14:55:00.000 +0300,2011-05-01,29895,N,United Kingdom
"553153",13089,2011-05-13 14:56:00.000 +0300,2011-05-01,1740,N,United Kingdom
"553154",17061,2011-05-13 14:57:00.000 +0300,2011-05-01,38400,N,United Kingdom
"553155",13089,2011-05-13 14:57:00.000 +0300,2011-05-01,340,N,United Kingdom
"553156",17841,2011-05-13 14:58:00.000 +0300,2011-05-01,21427,N,United Kingdom
"553158",14194,2011-05-13 15:24:00.000 +0300,2011-05-01,64748,N,United Kingdom
