"customer_id","lifetime_days","tenure_days","recency_days","frequency","monetary_usd","avg_order_value","avg_days_between_orders","order_count_last_30d","order_count_last_60d","value_segment","lifecycle_segment","is_churned"
13363,43,26,17,2,88216.00,44108.00,26,1,2,Mid-value,New,0
13364,71,5,66,2,0.00,0.00,5,0,0,Low-value,New,0
13365,217,209,8,3,193490.00,64496.67,105,1,2,High-value,Loyal,0
13366,50,0,50,1,5616.00,5616.00,,0,1,Low-value,New,0
13368,337,81,256,2,53988.00,26994.00,81,0,0,Mid-value,Churned,1
13369,365,11,354,2,21425.00,10712.50,11,0,0,Low-value,Churned,1
13370,371,5,366,2,57732.00,28866.00,5,0,0,Mid-value,Churned,1
13372,89,0,89,1,31780.00,31780.00,,0,0,Mid-value,New,0
13373,276,216,60,3,311173.00,103724.33,108,0,1,High-value,At-risk,0
13375,88,7,81,2,71413.00,35706.50,7,0,0,Mid-value,New,0
13376,234,135,99,3,87126.00,29042.00,68,0,0,Mid-value,Churned,1
13379,136,110,26,3,56500.00,18833.33,55,1,1,Mid-value,Loyal,0
13381,298,277,21,7,303893.00,43413.29,46,1,2,High-value,Loyal,0
13382,280,0,280,1,21165.00,21165.00,,0,0,Low-value,Churned,1
13384,178,148,30,9,391762.00,43529.11,19,1,2,High-value,Loyal,0
13385,329,0,329,1,51945.00,51945.00,,0,0,Mid-value,Churned,1
13388,131,10,121,3,58179.00,19393.00,5,0,0,Mid-value,Churned,1
13389,232,221,11,3,74297.00,24765.67,111,1,1,Mid-value,Loyal,0
13390,74,0,74,1,54408.00,54408.00,,0,0,Mid-value,New,0
13391,203,0,203,1,5980.00,5980.00,,0,0,Low-value,Churned,1
13394,309,308,1,10,199915.00,19991.50,34,1,4,High-value,Loyal,0
13395,185,0,185,1,29260.00,29260.00,,0,0,Low-value,Churned,1
13396,319,298,21,4,127786.00,31946.50,99,2,2,High-value,Loyal,0
13397,339,267,72,6,140823.00,23470.50,53,0,0,High-value,At-risk,0
13398,192,0,192,1,40406.00,40406.00,,0,0,Mid-value,Churned,1
13402,372,245,127,2,54527.00,27263.50,245,0,0,Mid-value,Churned,1
13403,17,0,17,1,7500.00,7500.00,,1,1,Low-value,New,0
13404,212,211,1,2,25249.00,12624.50,211,1,1,Low-value,Loyal,0
13405,317,243,74,3,49803.00,16601.00,122,0,0,Mid-value,At-risk,0
13408,373,372,1,81,2613462.00,32264.96,5,12,19,High-value,Loyal,0
13410,291,283,8,7,98891.00,14127.29,47,2,2,Mid-value,Loyal,0
13411,107,0,107,1,21166.00,21166.00,,0,0,Low-value,Churned,1
13414,296,163,133,3,139050.00,46350.00,82,0,0,High-value,Churned,1
13416,81,38,43,2,59010.00,29505.00,38,0,1,Mid-value,At-risk,0
13417,205,201,4,2,53958.00,26979.00,201,1,1,Mid-value,Loyal,0
13418,372,361,11,23,542469.00,23585.61,16,1,3,High-value,Loyal,0
13419,63,0,63,1,15302.00,15302.00,,0,0,Low-value,New,0
13420,170,36,134,4,9652.00,2413.00,12,0,0,Low-value,Churned,1
13421,290,250,40,3,174278.00,58092.67,125,0,1,High-value,At-risk,0
13422,64,13,51,2,239815.00,119907.50,13,0,1,High-value,New,0
13425,294,186,108,3,146194.00,48731.33,93,0,0,High-value,Churned,1
13426,359,359,0,12,337718.00,28143.17,33,3,3,High-value,Loyal,0
13427,215,196,19,3,58260.00,19420.00,98,1,1,Mid-value,Loyal,0
13428,10,0,10,1,17514.00,17514.00,,1,1,Low-value,New,0
13429,75,65,10,4,83292.00,20823.00,22,1,3,Mid-value,Active,0
13430,86,68,18,4,61071.00,15267.75,23,1,1,Mid-value,Active,0
13431,88,21,67,2,126910.00,63455.00,21,0,0,High-value,New,0
13434,96,22,74,2,44352.00,22176.00,22,0,0,Mid-value,New,0
13435,189,184,5,9,373599.00,41511.00,23,3,4,High-value,Loyal,0
13436,1,0,1,1,18159.00,18159.00,,1,1,Low-value,New,0
13437,190,176,14,7,315039.00,45005.57,29,2,3,High-value,Loyal,0
13439,255,0,255,1,26787.00,26787.00,,0,0,Low-value,Churned,1
13441,91,0,91,1,27396.00,27396.00,,0,0,Low-value,Churned,1
13447,35,12,23,4,99821.00,24955.25,4,2,4,Mid-value,New,0
13448,373,357,16,10,283432.00,28343.20,40,1,1,High-value,Loyal,0
13449,23,0,23,1,29188.00,29188.00,,1,1,Low-value,New,0
13450,218,192,26,6,204372.00,34062.00,38,1,1,High-value,Loyal,0
13451,334,308,26,6,272273.00,45378.83,62,1,1,High-value,Loyal,0
13452,270,11,259,2,590.00,295.00,11,0,0,Low-value,Churned,1
13453,289,124,165,2,35698.00,17849.00,124,0,0,Mid-value,Churned,1
13455,366,342,24,4,96955.00,24238.75,114,1,1,Mid-value,Loyal,0
13456,207,190,17,7,167338.00,23905.43,32,2,2,High-value,Loyal,0
13458,359,352,7,22,924155.00,42007.05,17,3,4,High-value,Loyal,0
13460,49,20,29,2,18344.00,9172.00,20,1,2,Low-value,New,0
13461,163,125,38,3,144500.00,48166.67,63,0,1,High-value,At-risk,0
13462,252,69,183,2,12813.00,6406.50,69,0,0,Low-value,Churned,1
13464,58,0,58,1,62878.00,62878.00,,0,1,Mid-value,New,0
13466,184,84,100,2,29795.00,14897.50,84,0,0,Low-value,Churned,1
13467,36,26,10,2,102322.00,51161.00,26,1,2,Mid-value,New,0
13468,373,372,1,41,533500.00,13012.20,9,5,7,High-value,Loyal,0
13470,115,16,99,2,16500.00,8250.00,16,0,0,Low-value,Churned,1
13471,47,46,1,4,231788.00,57947.00,15,3,4,High-value,Active,0
13473,332,272,60,3,37704.00,12568.00,136,0,1,Mid-value,At-risk,0
13474,236,0,236,1,21550.00,21550.00,,0,0,Low-value,Churned,1
13475,298,107,191,4,141648.00,35412.00,36,0,0,High-value,Churned,1
13476,281,103,178,4,90044.00,22511.00,34,0,0,Mid-value,Churned,1
13477,291,254,37,8,139617.00,17452.13,36,0,2,High-value,At-risk,0
13479,234,36,198,3,27075.00,9025.00,18,0,0,Low-value,Churned,1
13481,368,323,45,8,175413.00,21926.63,46,0,1,High-value,At-risk,0
13482,232,0,232,1,18464.00,18464.00,,0,0,Low-value,Churned,1
13483,65,0,65,1,12900.00,12900.00,,0,0,Low-value,New,0
13484,241,0,241,1,31380.00,31380.00,,0,0,Mid-value,Churned,1
13485,233,0,233,1,43345.00,43345.00,,0,0,Mid-value,Churned,1
13486,155,77,78,3,102395.00,34131.67,39,0,0,Mid-value,At-risk,0
13487,353,296,57,3,57540.00,19180.00,148,0,1,Mid-value,At-risk,0
13488,367,350,17,17,864295.00,50840.88,22,1,2,High-value,Loyal,0
13489,294,189,105,4,44952.00,11238.00,63,0,0,Mid-value,Churned,1
13491,372,321,51,10,115912.00,11591.20,36,0,1,Mid-value,At-risk,0
13492,214,78,136,3,126984.00,42328.00,39,0,0,High-value,Churned,1
13493,287,12,275,2,49983.00,24991.50,12,0,0,Mid-value,Churned,1
13494,311,0,311,1,31626.00,31626.00,,0,0,Mid-value,Churned,1
13495,368,361,7,6,192208.00,32034.67,72,1,2,High-value,Loyal,0
13496,359,349,10,3,60263.00,20087.67,175,1,1,Mid-value,Loyal,0
13497,368,86,282,3,30593.00,10197.67,43,0,0,Low-value,Churned,1
13499,269,252,17,7,106722.00,15246.00,42,2,2,Mid-value,Loyal,0
13500,122,99,23,4,97837.00,24459.25,33,2,3,Mid-value,Loyal,0
13501,288,46,242,2,120751.00,60375.50,46,0,0,Mid-value,Churned,1
13502,323,307,16,3,28066.00,9355.33,154,1,1,Low-value,Loyal,0
13503,71,0,71,1,21685.00,21685.00,,0,0,Low-value,New,0
13504,64,0,64,1,29593.00,29593.00,,0,0,Low-value,New,0
13505,232,165,67,8,341654.00,42706.75,24,0,0,High-value,At-risk,0
13506,369,57,312,3,43959.00,14653.00,29,0,0,Mid-value,Churned,1
13507,145,142,3,4,230582.00,57645.50,47,1,1,High-value,Loyal,0
13508,243,0,243,1,11097.00,11097.00,,0,0,Low-value,Churned,1
13509,284,276,8,7,96487.00,13783.86,46,1,2,Mid-value,Loyal,0
13510,183,182,1,5,171757.00,34351.40,46,1,2,High-value,Loyal,0
13512,260,0,260,1,25121.00,25121.00,,0,0,Low-value,Churned,1
13513,126,0,126,1,19385.00,19385.00,,0,0,Low-value,Churned,1
13514,73,0,73,1,15220.00,15220.00,,0,0,Low-value,New,0
13515,247,175,72,4,89112.00,22278.00,58,0,0,Mid-value,At-risk,0
13516,238,217,21,3,136331.00,45443.67,109,1,1,High-value,Loyal,0
13517,179,120,59,5,205993.00,41198.60,30,0,1,High-value,At-risk,0
13518,85,0,85,1,59656.00,59656.00,,0,0,Mid-value,New,0
13519,78,28,50,2,9946.00,4973.00,28,0,1,Low-value,New,0
13520,371,313,58,8,297295.00,37161.88,45,0,1,High-value,At-risk,0
13521,10,9,1,3,104905.00,34968.33,5,3,3,Mid-value,New,0
13522,30,0,30,1,12580.00,12580.00,,1,1,Low-value,New,0
13523,366,333,33,6,330763.00,55127.17,67,0,2,High-value,At-risk,0
13524,219,179,40,5,62780.00,12556.00,45,0,1,Mid-value,At-risk,0
13525,248,234,14,2,62878.00,31439.00,234,1,1,Mid-value,Loyal,0
13527,326,293,33,8,207569.00,25946.13,42,0,1,High-value,At-risk,0
13529,204,126,78,2,29642.00,14821.00,126,0,0,Low-value,At-risk,0
13531,366,161,205,2,44960.00,22480.00,161,0,0,Mid-value,Churned,1
13532,33,0,33,1,19519.00,19519.00,,0,1,Low-value,New,0
13533,267,85,182,3,26531.00,8843.67,43,0,0,Low-value,Churned,1
13534,358,356,2,43,552614.00,12851.49,8,1,6,High-value,Loyal,0
13536,75,74,1,7,308502.00,44071.71,12,5,6,High-value,Active,0
13538,315,272,43,7,128085.00,18297.86,45,0,1,High-value,At-risk,0
13539,309,224,85,4,59450.00,14862.50,75,0,0,Mid-value,At-risk,0
13544,240,201,39,2,25140.00,12570.00,201,0,1,Low-value,At-risk,0
13546,200,188,12,3,59652.00,19884.00,94,1,2,Mid-value,Loyal,0
13548,243,147,96,2,66196.00,33098.00,147,0,0,Mid-value,Churned,1
13549,242,217,25,8,91612.00,11451.50,31,1,1,Mid-value,Loyal,0
13551,319,0,319,1,9180.00,9180.00,,0,0,Low-value,Churned,1
13552,315,249,66,16,309403.00,19337.69,17,0,0,High-value,At-risk,0
13555,201,128,73,4,365815.00,91453.75,43,0,0,High-value,At-risk,0
13557,280,252,28,2,57272.00,28636.00,252,1,1,Mid-value,Loyal,0
13558,68,63,5,4,55096.00,13774.00,21,2,2,Mid-value,Active,0
13560,7,0,7,1,15441.00,15441.00,,1,1,Low-value,New,0
13561,215,0,215,1,13232.00,13232.00,,0,0,Low-value,Churned,1
13562,245,164,81,3,179933.00,59977.67,82,0,0,High-value,At-risk,0
13563,140,56,84,2,50132.00,25066.00,56,0,0,Mid-value,At-risk,0
13564,368,224,144,5,42818.00,8563.60,56,0,0,Mid-value,Churned,1
13565,334,315,19,2,23266.00,11633.00,315,1,1,Low-value,Loyal,0
13566,82,42,40,2,81688.00,40844.00,42,0,1,Mid-value,At-risk,0
13568,173,0,173,1,17994.00,17994.00,,0,0,Low-value,Churned,1
13569,367,350,17,2,32017.00,16008.50,350,1,1,Mid-value,Loyal,0
13570,243,0,243,1,23949.00,23949.00,,0,0,Low-value,Churned,1
13571,253,241,12,12,189616.00,15801.33,22,2,4,High-value,Loyal,0
13572,205,0,205,1,126032.00,126032.00,,0,0,High-value,Churned,1
13573,253,203,50,2,26775.00,13387.50,203,0,1,Low-value,At-risk,0
13575,176,153,23,5,67195.00,13439.00,38,1,2,Mid-value,Loyal,0
13576,373,363,10,20,569584.00,28479.20,19,3,4,High-value,Loyal,0
13577,241,216,25,5,161843.00,32368.60,54,1,1,High-value,Loyal,0
13579,369,355,14,2,44436.00,22218.00,355,1,1,Mid-value,Loyal,0
13581,309,0,309,1,11800.00,11800.00,,0,0,Low-value,Churned,1
13583,155,0,155,1,78103.00,78103.00,,0,0,Mid-value,Churned,1
13584,306,0,306,1,14051.00,14051.00,,0,0,Low-value,Churned,1
13587,63,32,31,3,32432.00,10810.67,16,0,2,Mid-value,At-risk,0
13588,255,240,15,13,230508.00,17731.38,20,5,6,High-value,Loyal,0
13589,179,165,14,2,35490.00,17745.00,165,1,1,Mid-value,Loyal,0
13590,303,292,11,7,180602.00,25800.29,49,1,2,High-value,Loyal,0
13591,266,202,64,3,111713.00,37237.67,101,0,0,Mid-value,At-risk,0
13592,264,229,35,4,22528.00,5632.00,76,0,1,Low-value,At-risk,0
13593,336,228,108,6,165557.00,27592.83,46,0,0,High-value,Churned,1
13594,52,0,52,1,39472.00,39472.00,,0,1,Mid-value,New,0
13596,12,7,5,2,60723.00,30361.50,7,2,2,Mid-value,New,0
13598,47,0,47,2,13595.00,6797.50,0,0,2,Low-value,New,0
13599,366,365,1,33,490535.00,14864.70,11,11,13,High-value,Loyal,0
13600,312,0,312,1,21952.00,21952.00,,0,0,Low-value,Churned,1
13601,211,166,45,2,67820.00,33910.00,166,0,1,Mid-value,At-risk,0
13602,64,0,64,1,36085.00,36085.00,,0,0,Mid-value,New,0
13603,26,0,26,1,14904.00,14904.00,,1,1,Low-value,New,0
13606,311,282,29,3,27486.00,9162.00,141,1,1,Low-value,Loyal,0
13607,40,0,40,1,61323.00,61323.00,,0,1,Mid-value,New,0
13610,285,273,12,9,100000.00,11111.11,34,1,3,Mid-value,Loyal,0
13611,359,270,89,4,107654.00,26913.50,90,0,0,Mid-value,At-risk,0
13614,330,306,24,4,136496.00,34124.00,102,1,1,High-value,Loyal,0
13615,318,6,312,2,39999.00,19999.50,6,0,0,Mid-value,Churned,1
13617,180,140,40,3,52906.00,17635.33,70,0,1,Mid-value,At-risk,0
13618,173,0,173,1,17734.00,17734.00,,0,0,Low-value,Churned,1
13621,116,0,116,1,21385.00,21385.00,,0,0,Low-value,Churned,1
13623,297,267,30,7,63341.00,9048.71,45,2,2,Mid-value,Loyal,0
13626,252,0,252,1,25723.00,25723.00,,0,0,Low-value,Churned,1
13627,357,298,59,7,156318.00,22331.14,50,0,1,High-value,At-risk,0
13629,338,315,23,11,690784.00,62798.55,32,2,2,High-value,Loyal,0
13630,285,280,5,11,188678.00,17152.55,28,1,1,High-value,Loyal,0
13631,267,168,99,12,177392.00,14782.67,15,0,0,High-value,Churned,1
13632,243,219,24,6,206932.00,34488.67,44,1,2,High-value,Loyal,0
13634,327,294,33,5,150362.00,30072.40,74,0,1,High-value,At-risk,0
13635,67,0,67,1,91713.00,91713.00,,0,0,Mid-value,New,0
13636,285,249,36,6,82192.00,13698.67,50,0,1,Mid-value,At-risk,0
13637,226,174,52,3,78324.00,26108.00,87,0,1,Mid-value,At-risk,0
13638,15,0,15,1,11130.00,11130.00,,1,1,Low-value,New,0
13639,74,0,74,1,102200.00,102200.00,,0,0,Mid-value,New,0
13642,215,0,215,1,24019.00,24019.00,,0,0,Low-value,Churned,1
13643,185,154,31,3,45842.00,15280.67,77,0,1,Mid-value,At-risk,0
13644,105,97,8,5,213042.00,42608.40,24,2,3,High-value,Loyal,0
13645,120,0,120,1,25210.00,25210.00,,0,0,Low-value,Churned,1
13647,234,225,9,5,155031.00,31006.20,56,1,1,High-value,Loyal,0
13649,366,110,256,2,34093.00,17046.50,110,0,0,Mid-value,Churned,1
13650,267,251,16,7,165364.00,23623.43,42,1,1,High-value,Loyal,0
13651,39,4,35,2,7935.00,3967.50,4,0,2,Low-value,New,0
13652,368,323,45,3,93632.00,31210.67,162,0,1,Mid-value,At-risk,0
13654,273,230,43,6,254425.00,42404.17,46,0,2,High-value,At-risk,0
13655,241,127,114,2,90633.00,45316.50,127,0,0,Mid-value,Churned,1
13656,337,173,164,2,37020.00,18510.00,173,0,0,Mid-value,Churned,1
13657,201,191,10,2,28791.00,14395.50,191,1,1,Low-value,Loyal,0
13658,204,195,9,7,241013.00,34430.43,33,2,2,High-value,Loyal,0
13659,320,123,197,3,133995.00,44665.00,62,0,0,High-value,Churned,1
13662,259,174,85,7,76736.00,10962.29,29,0,0,Mid-value,At-risk,0
13663,179,0,179,1,18947.00,18947.00,,0,0,Low-value,Churned,1
13666,287,227,60,3,6557.00,2185.67,114,0,1,Low-value,At-risk,0
13667,149,0,149,1,27619.00,27619.00,,0,0,Low-value,Churned,1
13668,362,360,2,29,560647.00,19332.66,13,5,7,High-value,Loyal,0
13669,149,99,50,2,21855.00,10927.50,99,0,1,Low-value,At-risk,0
13670,75,0,75,1,34970.00,34970.00,,0,0,Mid-value,New,0
13672,333,32,301,6,-7146.00,-1191.00,6,0,0,Low-value,Churned,1
13673,32,14,18,2,37988.00,18994.00,14,1,2,Mid-value,New,0
13675,284,133,151,2,39610.00,19805.00,133,0,0,Mid-value,Churned,1
13678,151,0,151,1,23260.00,23260.00,,0,0,Low-value,Churned,1
13680,339,338,1,5,193819.00,38763.80,85,1,2,High-value,Loyal,0
13681,155,138,17,4,75223.00,18805.75,46,2,2,Mid-value,Loyal,0
13682,187,0,187,1,5950.00,5950.00,,0,0,Low-value,Churned,1
13684,285,0,285,2,5079.00,2539.50,0,0,0,Low-value,Churned,1
13685,60,58,2,7,311944.00,44563.43,10,4,7,High-value,Active,0
13686,182,0,182,1,5310.00,5310.00,,0,0,Low-value,Churned,1
13689,63,0,63,1,91000.00,91000.00,,0,0,Mid-value,New,0
13690,59,0,59,1,17225.00,17225.00,,0,1,Low-value,New,0
13692,236,212,24,5,138938.00,27787.60,53,1,1,High-value,Loyal,0
13693,325,0,325,2,-3200.00,-1600.00,0,0,0,Low-value,Churned,1
13694,373,370,3,60,6207701.00,103461.68,6,6,10,High-value,Loyal,0
13695,259,228,31,15,239937.00,15995.80,16,0,1,High-value,At-risk,0
13697,38,0,38,1,15130.00,15130.00,,0,1,Low-value,New,0
13699,155,0,155,1,28590.00,28590.00,,0,0,Low-value,Churned,1
13700,327,301,26,10,194425.00,19442.50,33,1,2,High-value,Loyal,0
13703,318,0,318,1,9950.00,9950.00,,0,0,Low-value,Churned,1
13704,88,83,5,10,193585.00,19358.50,9,2,4,High-value,Active,0
13705,373,366,7,3,54851.00,18283.67,183,1,1,Mid-value,Loyal,0
13706,302,0,302,1,33079.00,33079.00,,0,0,Mid-value,Churned,1
13707,315,48,267,2,71173.00,35586.50,48,0,0,Mid-value,Churned,1
13708,271,0,271,1,27579.00,27579.00,,0,0,Low-value,Churned,1
13709,315,312,3,17,558557.00,32856.29,20,2,7,High-value,Loyal,0
13710,31,0,31,1,12000.00,12000.00,,0,1,Low-value,New,0
13711,218,0,218,2,25206.00,12603.00,0,0,0,Low-value,Churned,1
13712,246,0,246,1,22884.00,22884.00,,0,0,Low-value,Churned,1
13715,372,91,281,8,98962.00,12370.25,13,0,0,Mid-value,Churned,1
13716,269,0,269,1,13828.00,13828.00,,0,0,Low-value,Churned,1
13717,298,266,32,7,140166.00,20023.71,44,0,2,High-value,At-risk,0
13718,295,49,246,2,29755.00,14877.50,49,0,0,Low-value,Churned,1
13719,234,219,15,5,99047.00,19809.40,55,1,3,Mid-value,Loyal,0
13720,254,138,116,4,78505.00,19626.25,46,0,0,Mid-value,Churned,1
13721,36,0,36,1,50542.00,50542.00,,0,1,Mid-value,New,0
13722,282,162,120,4,203364.00,50841.00,54,0,0,High-value,Churned,1
13723,217,0,217,1,19985.00,19985.00,,0,0,Low-value,Churned,1
13725,308,259,49,11,157293.00,14299.36,26,0,1,High-value,At-risk,0
13726,100,62,38,2,73946.00,36973.00,62,0,1,Mid-value,At-risk,0
13727,33,5,28,2,32214.00,16107.00,5,1,2,Mid-value,New,0
13728,310,274,36,6,99346.00,16557.67,55,0,1,Mid-value,At-risk,0
13730,161,26,135,2,63020.00,31510.00,26,0,0,Mid-value,Churned,1
13731,246,27,219,2,58602.00,29301.00,27,0,0,Mid-value,Churned,1
13732,28,0,28,1,47674.00,47674.00,,1,1,Mid-value,New,0
13735,234,210,24,8,245542.00,30692.75,30,2,4,High-value,Loyal,0
13736,260,255,5,3,65530.00,21843.33,128,1,1,Mid-value,Loyal,0
13737,200,0,200,1,33393.00,33393.00,,0,0,Mid-value,Churned,1
13739,18,0,18,1,21690.00,21690.00,,1,1,Low-value,New,0
13740,240,0,240,1,35075.00,35075.00,,0,0,Mid-value,Churned,1
13741,217,146,71,4,51477.00,12869.25,49,0,0,Mid-value,At-risk,0
13742,320,304,16,14,255853.00,18275.21,23,1,1,High-value,Loyal,0
13743,259,257,2,8,134015.00,16751.88,37,1,1,High-value,Loyal,0
13744,292,197,95,2,102697.00,51348.50,197,0,0,Mid-value,Churned,1
13745,162,11,151,2,29154.00,14577.00,11,0,0,Low-value,Churned,1
13747,373,0,373,1,7960.00,7960.00,,0,0,Low-value,Churned,1
13748,373,278,95,5,94825.00,18965.00,70,0,0,Mid-value,Churned,1
13750,336,283,53,5,146582.00,29316.40,71,0,1,High-value,At-risk,0
13751,288,0,288,1,29247.00,29247.00,,0,0,Low-value,Churned,1
13752,246,122,124,6,111508.00,18584.67,24,0,0,Mid-value,Churned,1
13753,287,0,287,1,74126.00,74126.00,,0,0,Mid-value,Churned,1
13754,317,166,151,2,27126.00,13563.00,166,0,0,Low-value,Churned,1
13755,63,60,3,10,190771.00,19077.10,7,6,9,High-value,Active,0
13756,367,365,2,15,423054.00,28203.60,26,5,7,High-value,Loyal,0
13758,373,362,11,7,315257.00,45036.71,60,1,2,High-value,Loyal,0
13759,71,38,33,2,65941.00,32970.50,38,0,1,Mid-value,At-risk,0
13760,256,202,54,2,28490.00,14245.00,202,0,1,Low-value,At-risk,0
13761,179,129,50,2,97588.00,48794.00,129,0,1,Mid-value,At-risk,0
13762,218,14,204,2,0.00,0.00,14,0,0,Low-value,Churned,1
13763,171,108,63,3,171241.00,57080.33,54,0,0,High-value,At-risk,0
13764,337,267,70,3,139486.00,46495.33,134,0,0,High-value,At-risk,0
13767,373,371,2,52,1552758.00,29860.73,7,4,5,High-value,Loyal,0
13769,367,365,2,16,253562.00,15847.63,24,2,3,High-value,Loyal,0
13771,247,183,64,5,259372.00,51874.40,46,0,0,High-value,At-risk,0
13772,239,206,33,3,109401.00,36467.00,103,0,1,Mid-value,At-risk,0
13774,81,0,81,1,34500.00,34500.00,,0,0,Mid-value,New,0
13777,373,373,0,41,2404222.00,58639.56,9,7,8,High-value,Loyal,0
13778,103,0,103,1,15602.00,15602.00,,0,0,Low-value,Churned,1
13780,170,163,7,2,35812.00,17906.00,163,1,1,Mid-value,Loyal,0
13781,250,0,250,1,10894.00,10894.00,,0,0,Low-value,Churned,1
13782,327,315,12,6,85369.00,14228.17,63,1,2,Mid-value,Loyal,0
13784,332,323,9,11,246279.00,22389.00,32,1,2,High-value,Loyal,0
13786,367,0,367,1,23040.00,23040.00,,0,0,Low-value,Churned,1
13787,364,289,75,2,26467.00,13233.50,289,0,0,Low-value,At-risk,0
13790,4,0,4,1,32612.00,32612.00,,1,1,Mid-value,New,0
13791,168,125,43,3,104768.00,34922.67,63,0,1,Mid-value,At-risk,0
13792,287,221,66,2,18430.00,9215.00,221,0,0,Low-value,At-risk,0
13798,372,371,1,63,3544243.00,56257.83,6,7,10,High-value,Loyal,0
13799,294,178,116,2,62082.00,31041.00,178,0,0,Mid-value,Churned,1
13800,309,0,309,1,53564.00,53564.00,,0,0,Mid-value,Churned,1
13801,66,0,66,1,29816.00,29816.00,,0,0,Low-value,New,0
13802,360,222,138,6,368901.00,61483.50,44,0,0,High-value,Churned,1
13803,255,0,255,1,25439.00,25439.00,,0,0,Low-value,Churned,1
13804,289,259,30,7,246158.00,35165.43,43,2,2,High-value,Loyal,0
13805,129,77,52,2,92460.00,46230.00,77,0,1,Mid-value,At-risk,0
13806,63,0,63,1,25638.00,25638.00,,0,0,Low-value,New,0
13807,367,0,367,1,11260.00,11260.00,,0,0,Low-value,Churned,1
13808,96,91,5,5,150790.00,30158.00,23,1,2,High-value,Loyal,0
13809,305,0,305,1,15505.00,15505.00,,0,0,Low-value,Churned,1
13810,56,28,28,4,69161.00,17290.25,9,1,4,Mid-value,New,0
13811,239,56,183,4,52047.00,13011.75,19,0,0,Mid-value,Churned,1
13812,105,63,42,3,47024.00,15674.67,32,0,1,Mid-value,At-risk,0
13813,134,95,39,5,110780.00,22156.00,24,0,1,Mid-value,At-risk,0
13814,137,81,56,3,152810.00,50936.67,41,0,1,High-value,At-risk,0
13815,318,296,22,5,359614.00,71922.80,74,2,2,High-value,Loyal,0
13816,64,41,23,4,48376.00,12094.00,14,2,3,Mid-value,Active,0
13817,351,322,29,2,30684.00,15342.00,322,1,1,Low-value,Loyal,0
13819,319,18,301,3,111767.00,37255.67,9,0,0,Mid-value,Churned,1
13821,261,117,144,2,35891.00,17945.50,117,0,0,Mid-value,Churned,1
13822,40,35,5,2,52049.00,26024.50,35,1,2,Mid-value,Active,0
13823,91,73,18,2,75318.00,37659.00,73,1,1,Mid-value,Active,0
13824,310,278,32,5,159994.00,31998.80,70,0,1,High-value,At-risk,0
13826,176,18,158,2,17906.00,8953.00,18,0,0,Low-value,Churned,1
13827,143,86,57,3,38307.00,12769.00,43,0,1,Mid-value,At-risk,0
13828,22,0,22,1,20949.00,20949.00,,1,1,Low-value,New,0
13829,359,0,359,1,-1020.00,-1020.00,,0,0,Low-value,Churned,1
13831,369,353,16,6,213158.00,35526.33,71,1,1,High-value,Loyal,0
13832,19,2,17,2,4095.00,2047.50,2,2,2,Low-value,New,0
13833,159,0,159,1,36855.00,36855.00,,0,0,Mid-value,Churned,1
13835,215,190,25,4,80622.00,20155.50,63,1,2,Mid-value,Loyal,0
13837,317,106,211,2,26281.00,13140.50,106,0,0,Low-value,Churned,1
13838,369,364,5,4,64458.00,16114.50,121,1,1,Mid-value,Loyal,0
13841,252,0,252,1,8500.00,8500.00,,0,0,Low-value,Churned,1
13842,366,308,58,9,330354.00,36706.00,39,0,1,High-value,At-risk,0
13844,11,0,11,1,36162.00,36162.00,,1,1,Mid-value,New,0
13845,64,0,64,1,31298.00,31298.00,,0,0,Mid-value,New,0
13846,360,336,24,4,78695.00,19673.75,112,1,1,Mid-value,Loyal,0
13848,366,274,92,3,121000.00,40333.33,137,0,0,Mid-value,Churned,1
13849,170,119,51,2,148863.00,74431.50,119,0,1,High-value,At-risk,0
13850,129,41,88,2,150761.00,75380.50,41,0,0,High-value,At-risk,0
13851,288,193,95,3,251106.00,83702.00,97,0,0,High-value,Churned,1
13853,57,49,8,2,105694.00,52847.00,49,1,2,Mid-value,Active,0
13854,365,357,8,29,773432.00,26670.07,13,2,3,High-value,Loyal,0
13856,203,35,168,5,36340.00,7268.00,9,0,0,Mid-value,Churned,1
13858,57,0,57,1,18953.00,18953.00,,0,1,Low-value,New,0
13859,326,0,326,1,17461.00,17461.00,,0,0,Low-value,Churned,1
13860,86,85,1,6,116467.00,19411.17,17,2,4,Mid-value,Active,0
13862,332,314,18,10,208282.00,20828.20,35,1,1,High-value,Loyal,0
13863,247,2,245,2,28426.00,14213.00,2,0,0,Low-value,Churned,1
13865,289,231,58,4,49022.00,12255.50,77,0,1,Mid-value,At-risk,0
13866,74,0,74,1,14567.00,14567.00,,0,0,Low-value,New,0
13867,218,187,31,3,96891.00,32297.00,94,0,1,Mid-value,At-risk,0
13868,38,31,7,2,319254.00,159627.00,31,1,2,High-value,Active,0
13869,357,234,123,4,297160.00,74290.00,78,0,0,High-value,Churned,1
13870,287,285,2,10,258691.00,25869.10,32,1,4,High-value,Loyal,0
13871,308,286,22,14,566566.00,40469.00,22,1,4,High-value,Loyal,0
13873,309,190,119,4,32590.00,8147.50,63,0,0,Mid-value,Churned,1
13874,358,0,358,1,51966.00,51966.00,,0,0,Mid-value,Churned,1
13875,301,248,53,5,171101.00,34220.20,62,0,1,High-value,At-risk,0
